0,"[112 123 134 141 159 168 175 187 196 217 225 231 242 253 266 274 288 299
 318 326 339 345 354 367 372 383 391 419 422 436 444 457 465 478 481 493
 513 521 537 549 558 562 576 585 594 615 624 638 646 651 663 677 689 692
 716 727 732 743 755 769 771 784 798 811 828 833 847 852 864 879 886 895
 914 929 935 948 956 961 973 982 997]"
1,"[112 123 134 141 159 168 175 187 196 217 225 231 242 253 266 274 288 299
 318 326 339 345 354 367 372 383 391 419 422 436 444 457 465 478 481 493
 513 521 537 549 558 562 576 585 594 615 624 638 646 651 663 677 689 692
 716 727 732 743 755 769 771 784 798 811 828 833 847 852 864 879 886 895
 914 929 935 948 956 961 973 982 997]"
2,"[112 123 134 141 159 168 175 187 196 217 225 231 242 253 266 274 288 299
 318 326 339 345 354 367 372 383 391 419 422 436 444 457 465 478 481 493
 513 521 537 549 558 562 576 585 594 615 624 638 646 651 663 677 689 692
 716 727 732 743 755 769 771 784 798 811 828 833 847 852 864 879 886 895
 914 929 935 948 956 961 973 982 997]"
3,"[112 123 134 141 159 168 175 187 196 217 225 231 242 253 266 274 288 299
 318 326 339 345 354 367 372 383 391 419 422 436 444 457 465 478 481 493
 513 521 537 549 558 562 576 585 594 615 624 638 646 651 663 677 689 692
 716 727 732 743 755 769 771 784 798 811 828 833 847 852 864 879 886 895
 914 929 935 948 956 961 973 982 997]"
4,"[112 123 134 141 159 168 175 187 196 217 225 231 242 253 266 274 288 299
 318 326 339 345 354 367 372 383 391 419 422 436 444 457 465 478 481 493
 513 521 537 549 558 562 576 585 594 615 624 638 646 651 663 677 689 692
 716 727 732 743 755 769 771 784 798 811 828 833 847 852 864 879 886 895
 914 929 935 948 956 961 973 982 997]"
5,"[112 123 134 141 159 168 175 187 196 217 225 231 242 253 266 274 288 299
 318 326 339 345 354 367 372 383 391 419 422 436 444 457 465 478 481 493
 513 521 537 549 558 562 576 585 594 615 624 638 646 651 663 677 689 692
 716 727 732 743 755 769 771 784 798 811 828 833 847 852 864 879 886 895
 914 929 935 948 956 961 973 982 997]"
6,"[112 123 134 141 159 168 175 187 196 217 225 231 242 253 266 274 288 299
 318 326 339 345 354 367 372 383 391 419 422 436 444 457 465 478 481 493
 513 521 537 549 558 562 576 585 594 615 624 638 646 651 663 677 689 692
 716 727 732 743 755 769 771 784 798 811 828 833 847 852 864 879 886 895
 914 929 935 948 956 961 973 982 997]"
7,"[112 123 134 141 159 168 175 187 196 217 225 231 242 253 266 274 288 299
 318 326 339 345 354 367 372 383 391 419 422 436 444 457 465 478 481 493
 513 521 537 549 558 562 576 585 594 615 624 638 646 651 663 677 689 692
 716 727 732 743 755 769 771 784 798 811 828 833 847 852 864 879 886 895
 914 929 935 948 956 961 973 982 997]"
8,"[112 123 134 141 159 168 175 187 196 217 225 231 242 253 266 274 288 299
 318 326 339 345 354 367 372 383 391 419 422 436 444 457 465 478 481 493
 513 521 537 549 558 562 576 585 594 615 624 638 646 651 663 677 689 692
 716 727 732 743 755 769 771 784 798 811 828 833 847 852 864 879 886 895
 914 929 935 948 956 961 973 982 997]"
9,"[112 123 134 141 159 168 175 187 196 217 225 231 242 253 266 274 288 299
 318 326 339 345 354 367 372 383 391 419 422 436 444 457 465 478 481 493
 513 521 537 549 558 562 576 585 594 615 624 638 646 651 663 677 689 692
 716 727 732 743 755 769 771 784 798 811 828 833 847 852 864 879 886 895
 914 929 935 948 956 961 973 982 997]"
