,Next,DLIS,DLIS max,BOHM,Pareto Dominant,Random Forest,Random,heuristic
0,1.0,0.9999999999999999,4.0239135425832665e-108,1.0629339503536707e-31,9.422442872943494e-12,1.3125280590872305e-11,2.2327840146464262e-07,Next
1,0.9999999999999999,1.0,5.754002025029215e-99,9.282876931032914e-30,2.5388085670305346e-11,3.0410091001695445e-11,2.987255632733556e-07,DLIS
2,4.0239135425832665e-108,5.754002025029215e-99,1.0,6.397646143769486e-23,1.775363141053287e-51,7.371654958317655e-39,7.824554761731468e-15,DLIS max
3,1.0629339503536707e-31,9.282876931032914e-30,6.397646143769486e-23,1.0,2.3900353206458936e-10,3.3444941547615413e-08,0.03212209677649628,BOHM
4,9.422442872943494e-12,2.5388085670305346e-11,1.775363141053287e-51,2.3900353206458936e-10,1.0,0.33318144088014195,0.008371705930520267,Pareto Dominant
5,1.3125280590872305e-11,3.0410091001695445e-11,7.371654958317655e-39,3.3444941547615413e-08,0.33318144088014195,1.0,0.07594664183621963,Random Forest
6,2.2327840146464262e-07,2.987255632733556e-07,7.824554761731468e-15,0.03212209677649628,0.008371705930520267,0.07594664183621963,1.0,Random
